Start;Ende;Verbrauch (kWh) - Gesamtverbrauch;Zählerstand (kWh) - Gesamtverbrauch
 21.07.2023 00:00:00; 21.07.2023 00:15:00;0,055;24580,505
 21.07.2023 00:15:00; 21.07.2023 00:30:00;0,062;24580,567
 21.07.2023 00:30:00; 21.07.2023 00:45:00;0,067;24580,634
 21.07.2023 00:45:00; 21.07.2023 01:00:00;0,08;24580,714
 21.07.2023 01:00:00; 21.07.2023 01:15:00;0,056;24580,77
 21.07.2023 01:15:00; 21.07.2023 01:30:00;0,057;24580,827
 21.07.2023 01:30:00; 21.07.2023 01:45:00;0,063;24580,89
 21.07.2023 01:45:00; 21.07.2023 02:00:00;0,074;24580,964
 21.07.2023 02:00:00; 21.07.2023 02:15:00;0,06;24581,024
 21.07.2023 02:15:00; 21.07.2023 02:30:00;0,054;24581,078
 21.07.2023 02:30:00; 21.07.2023 02:45:00;0,056;24581,134
 21.07.2023 02:45:00; 21.07.2023 03:00:00;0,08;24581,214
 21.07.2023 03:00:00; 21.07.2023 03:15:00;0,084;24581,298
 21.07.2023 03:15:00; 21.07.2023 03:30:00;0,054;24581,352
 21.07.2023 03:30:00; 21.07.2023 03:45:00;0,06;24581,412
 21.07.2023 03:45:00; 21.07.2023 04:00:00;0,066;24581,478
 21.07.2023 04:00:00; 21.07.2023 04:15:00;0,081;24581,559
 21.07.2023 04:15:00; 21.07.2023 04:30:00;0,052;24581,611
 21.07.2023 04:30:00; 21.07.2023 04:45:00;0,061;24581,672
 21.07.2023 04:45:00; 21.07.2023 05:00:00;0,056;24581,728
 21.07.2023 05:00:00; 21.07.2023 05:15:00;0,081;24581,809
 21.07.2023 05:15:00; 21.07.2023 05:30:00;0,059;24581,868
 21.07.2023 05:30:00; 21.07.2023 05:45:00;0,059;24581,927
 21.07.2023 05:45:00; 21.07.2023 06:00:00;0,036;24581,963
 21.07.2023 06:00:00; 21.07.2023 06:15:00;0,166;24582,129
 21.07.2023 06:15:00; 21.07.2023 06:30:00;0,388;24582,517
 21.07.2023 06:30:00; 21.07.2023 06:45:00;0,254;24582,771
 21.07.2023 06:45:00; 21.07.2023 07:00:00;0,003;24582,774
 21.07.2023 07:00:00; 21.07.2023 07:15:00;0,024;24582,798
 21.07.2023 07:15:00; 21.07.2023 07:30:00;0,039;24582,837
 21.07.2023 07:30:00; 21.07.2023 07:45:00;0,001;24582,838
 21.07.2023 07:45:00; 21.07.2023 08:00:00;0;24582,838
 21.07.2023 08:00:00; 21.07.2023 08:15:00;0;24582,838
 21.07.2023 08:15:00; 21.07.2023 08:30:00;0,001;24582,839
 21.07.2023 08:30:00; 21.07.2023 08:45:00;0,007;24582,846
 21.07.2023 08:45:00; 21.07.2023 09:00:00;0,134;24582,98
 21.07.2023 09:00:00; 21.07.2023 09:15:00;0,01;24582,99
 21.07.2023 09:15:00; 21.07.2023 09:30:00;0,033;24583,023
 21.07.2023 09:30:00; 21.07.2023 09:45:00;0,003;24583,026
 21.07.2023 09:45:00; 21.07.2023 10:00:00;0;24583,026
 21.07.2023 10:00:00; 21.07.2023 10:15:00;0;24583,026
 21.07.2023 10:15:00; 21.07.2023 10:30:00;0;24583,026
 21.07.2023 10:30:00; 21.07.2023 10:45:00;0,001;24583,027
 21.07.2023 10:45:00; 21.07.2023 11:00:00;0;24583,027
 21.07.2023 11:00:00; 21.07.2023 11:15:00;0;24583,027
 21.07.2023 11:15:00; 21.07.2023 11:30:00;0;24583,027
 21.07.2023 11:30:00; 21.07.2023 11:45:00;0,001;24583,028
 21.07.2023 11:45:00; 21.07.2023 12:00:00;0;24583,028
 21.07.2023 12:00:00; 21.07.2023 12:15:00;0;24583,028
 21.07.2023 12:15:00; 21.07.2023 12:30:00;0;24583,028
 21.07.2023 12:30:00; 21.07.2023 12:45:00;0;24583,028
 21.07.2023 12:45:00; 21.07.2023 13:00:00;0;24583,028
 21.07.2023 13:00:00; 21.07.2023 13:15:00;0;24583,028
 21.07.2023 13:15:00; 21.07.2023 13:30:00;0;24583,028
 21.07.2023 13:30:00; 21.07.2023 13:45:00;0;24583,028
 21.07.2023 13:45:00; 21.07.2023 14:00:00;0;24583,028
 21.07.2023 14:00:00; 21.07.2023 14:15:00;0;24583,028
 21.07.2023 14:15:00; 21.07.2023 14:30:00;0;24583,028
 21.07.2023 14:30:00; 21.07.2023 14:45:00;0;24583,028
 21.07.2023 14:45:00; 21.07.2023 15:00:00;0;24583,028
 21.07.2023 15:00:00; 21.07.2023 15:15:00;0;24583,028
 21.07.2023 15:15:00; 21.07.2023 15:30:00;0;24583,028
 21.07.2023 15:30:00; 21.07.2023 15:45:00;0,025;24583,053
 21.07.2023 15:45:00; 21.07.2023 16:00:00;0,048;24583,101
 21.07.2023 16:00:00; 21.07.2023 16:15:00;0;24583,101
 21.07.2023 16:15:00; 21.07.2023 16:30:00;0;24583,101
 21.07.2023 16:30:00; 21.07.2023 16:45:00;0;24583,101
 21.07.2023 16:45:00; 21.07.2023 17:00:00;0;24583,101
 21.07.2023 17:00:00; 21.07.2023 17:15:00;0;24583,101
 21.07.2023 17:15:00; 21.07.2023 17:30:00;0;24583,101
 21.07.2023 17:30:00; 21.07.2023 17:45:00;0;24583,101
 21.07.2023 17:45:00; 21.07.2023 18:00:00;0,002;24583,103
 21.07.2023 18:00:00; 21.07.2023 18:15:00;0,012;24583,115
 21.07.2023 18:15:00; 21.07.2023 18:30:00;0,019;24583,134
 21.07.2023 18:30:00; 21.07.2023 18:45:00;0,005;24583,139
 21.07.2023 18:45:00; 21.07.2023 19:00:00;0;24583,139
 21.07.2023 19:00:00; 21.07.2023 19:15:00;0;24583,139
 21.07.2023 19:15:00; 21.07.2023 19:30:00;0,03;24583,169
 21.07.2023 19:30:00; 21.07.2023 19:45:00;0,035;24583,204
 21.07.2023 19:45:00; 21.07.2023 20:00:00;0,008;24583,212
 21.07.2023 20:00:00; 21.07.2023 20:15:00;0,018;24583,23
 21.07.2023 20:15:00; 21.07.2023 20:30:00;0,042;24583,272
 21.07.2023 20:30:00; 21.07.2023 20:45:00;0,079;24583,351
 21.07.2023 20:45:00; 21.07.2023 21:00:00;0,06;24583,411
 21.07.2023 21:00:00; 21.07.2023 21:15:00;0,059;24583,47
 21.07.2023 21:15:00; 21.07.2023 21:30:00;0,056;24583,526
 21.07.2023 21:30:00; 21.07.2023 21:45:00;0,08;24583,606
 21.07.2023 21:45:00; 21.07.2023 22:00:00;0,066;24583,672
 21.07.2023 22:00:00; 21.07.2023 22:15:00;0,06;24583,732
 21.07.2023 22:15:00; 21.07.2023 22:30:00;0,054;24583,786
 21.07.2023 22:30:00; 21.07.2023 22:45:00;0,073;24583,859
 21.07.2023 22:45:00; 21.07.2023 23:00:00;0,074;24583,933
 21.07.2023 23:00:00; 21.07.2023 23:15:00;0,051;24583,984
 21.07.2023 23:15:00; 21.07.2023 23:30:00;0,058;24584,042
 21.07.2023 23:30:00; 21.07.2023 23:45:00;0,064;24584,106
 21.07.2023 23:45:00; 22.07.2023 00:00:00;0,075;24584,181
 22.07.2023 00:00:00; 22.07.2023 00:15:00;0,057;24584,238
 22.07.2023 00:15:00; 22.07.2023 00:30:00;0,062;24584,3
 22.07.2023 00:30:00; 22.07.2023 00:45:00;0,049;24584,349
 22.07.2023 00:45:00; 22.07.2023 01:00:00;0,083;24584,432
 22.07.2023 01:00:00; 22.07.2023 01:15:00;0,059;24584,491
 22.07.2023 01:15:00; 22.07.2023 01:30:00;0,06;24584,551
 22.07.2023 01:30:00; 22.07.2023 01:45:00;0,053;24584,604
 22.07.2023 01:45:00; 22.07.2023 02:00:00;0,076;24584,68
 22.07.2023 02:00:00; 22.07.2023 02:15:00;0,066;24584,746
 22.07.2023 02:15:00; 22.07.2023 02:30:00;0,062;24584,808
 22.07.2023 02:30:00; 22.07.2023 02:45:00;0,051;24584,859
 22.07.2023 02:45:00; 22.07.2023 03:00:00;0,062;24584,921
 22.07.2023 03:00:00; 22.07.2023 03:15:00;0,072;24584,993
 22.07.2023 03:15:00; 22.07.2023 03:30:00;0,067;24585,06
 22.07.2023 03:30:00; 22.07.2023 03:45:00;0,056;24585,116
 22.07.2023 03:45:00; 22.07.2023 04:00:00;0,059;24585,175
 22.07.2023 04:00:00; 22.07.2023 04:15:00;0,076;24585,251
 22.07.2023 04:15:00; 22.07.2023 04:30:00;0,066;24585,317
 22.07.2023 04:30:00; 22.07.2023 04:45:00;0,056;24585,373
 22.07.2023 04:45:00; 22.07.2023 05:00:00;0,053;24585,426
 22.07.2023 05:00:00; 22.07.2023 05:15:00;0,072;24585,498
 22.07.2023 05:15:00; 22.07.2023 05:30:00;0,066;24585,564
 22.07.2023 05:30:00; 22.07.2023 05:45:00;0,046;24585,61
 22.07.2023 05:45:00; 22.07.2023 06:00:00;0,028;24585,638
 22.07.2023 06:00:00; 22.07.2023 06:15:00;0,029;24585,667
 22.07.2023 06:15:00; 22.07.2023 06:30:00;0,001;24585,668
 22.07.2023 06:30:00; 22.07.2023 06:45:00;0,001;24585,669
 22.07.2023 06:45:00; 22.07.2023 07:00:00;0;24585,669
 22.07.2023 07:00:00; 22.07.2023 07:15:00;0;24585,669
 22.07.2023 07:15:00; 22.07.2023 07:30:00;0;24585,669
 22.07.2023 07:30:00; 22.07.2023 07:45:00;0;24585,669
 22.07.2023 07:45:00; 22.07.2023 08:00:00;0;24585,669
 22.07.2023 08:00:00; 22.07.2023 08:15:00;0;24585,669
 22.07.2023 08:15:00; 22.07.2023 08:30:00;0;24585,669
 22.07.2023 08:30:00; 22.07.2023 08:45:00;0;24585,669
 22.07.2023 08:45:00; 22.07.2023 09:00:00;0;24585,669
 22.07.2023 09:00:00; 22.07.2023 09:15:00;0;24585,669
 22.07.2023 09:15:00; 22.07.2023 09:30:00;0;24585,669
 22.07.2023 09:30:00; 22.07.2023 09:45:00;0;24585,669
 22.07.2023 09:45:00; 22.07.2023 10:00:00;0;24585,669
 22.07.2023 10:00:00; 22.07.2023 10:15:00;0;24585,669
 22.07.2023 10:15:00; 22.07.2023 10:30:00;0;24585,669
 22.07.2023 10:30:00; 22.07.2023 10:45:00;0;24585,669
 22.07.2023 10:45:00; 22.07.2023 11:00:00;0;24585,669
 22.07.2023 11:00:00; 22.07.2023 11:15:00;0;24585,669
 22.07.2023 11:15:00; 22.07.2023 11:30:00;0;24585,669
 22.07.2023 11:30:00; 22.07.2023 11:45:00;0,001;24585,67
 22.07.2023 11:45:00; 22.07.2023 12:00:00;0;24585,67
 22.07.2023 12:00:00; 22.07.2023 12:15:00;0;24585,67
 22.07.2023 12:15:00; 22.07.2023 12:30:00;0;24585,67
 22.07.2023 12:30:00; 22.07.2023 12:45:00;0;24585,67
 22.07.2023 12:45:00; 22.07.2023 13:00:00;0;24585,67
 22.07.2023 13:00:00; 22.07.2023 13:15:00;0;24585,67
 22.07.2023 13:15:00; 22.07.2023 13:30:00;0;24585,67
 22.07.2023 13:30:00; 22.07.2023 13:45:00;0;24585,67
 22.07.2023 13:45:00; 22.07.2023 14:00:00;0;24585,67
 22.07.2023 14:00:00; 22.07.2023 14:15:00;0;24585,67
 22.07.2023 14:15:00; 22.07.2023 14:30:00;0;24585,67
 22.07.2023 14:30:00; 22.07.2023 14:45:00;0;24585,67
 22.07.2023 14:45:00; 22.07.2023 15:00:00;0;24585,67
 22.07.2023 15:00:00; 22.07.2023 15:15:00;0;24585,67
 22.07.2023 15:15:00; 22.07.2023 15:30:00;0;24585,67
 22.07.2023 15:30:00; 22.07.2023 15:45:00;0;24585,67
 22.07.2023 15:45:00; 22.07.2023 16:00:00;0;24585,67
 22.07.2023 16:00:00; 22.07.2023 16:15:00;0;24585,67
 22.07.2023 16:15:00; 22.07.2023 16:30:00;0;24585,67
 22.07.2023 16:30:00; 22.07.2023 16:45:00;0;24585,67
 22.07.2023 16:45:00; 22.07.2023 17:00:00;0;24585,67
 22.07.2023 17:00:00; 22.07.2023 17:15:00;0;24585,67
 22.07.2023 17:15:00; 22.07.2023 17:30:00;0;24585,67
 22.07.2023 17:30:00; 22.07.2023 17:45:00;0;24585,67
 22.07.2023 17:45:00; 22.07.2023 18:00:00;0;24585,67
 22.07.2023 18:00:00; 22.07.2023 18:15:00;0;24585,67
 22.07.2023 18:15:00; 22.07.2023 18:30:00;0;24585,67
 22.07.2023 18:30:00; 22.07.2023 18:45:00;0;24585,67
 22.07.2023 18:45:00; 22.07.2023 19:00:00;0;24585,67
 22.07.2023 19:00:00; 22.07.2023 19:15:00;0;24585,67
 22.07.2023 19:15:00; 22.07.2023 19:30:00;0;24585,67
 22.07.2023 19:30:00; 22.07.2023 19:45:00;0;24585,67
 22.07.2023 19:45:00; 22.07.2023 20:00:00;0,005;24585,675
 22.07.2023 20:00:00; 22.07.2023 20:15:00;0,015;24585,69
 22.07.2023 20:15:00; 22.07.2023 20:30:00;0,052;24585,742
 22.07.2023 20:30:00; 22.07.2023 20:45:00;0,063;24585,805
 22.07.2023 20:45:00; 22.07.2023 21:00:00;0,057;24585,862
 22.07.2023 21:00:00; 22.07.2023 21:15:00;0,06;24585,922
 22.07.2023 21:15:00; 22.07.2023 21:30:00;0,078;24586
 22.07.2023 21:30:00; 22.07.2023 21:45:00;0,065;24586,065
 22.07.2023 21:45:00; 22.07.2023 22:00:00;0,063;24586,128
 22.07.2023 22:00:00; 22.07.2023 22:15:00;0,055;24586,183
 22.07.2023 22:15:00; 22.07.2023 22:30:00;0,069;24586,252
 22.07.2023 22:30:00; 22.07.2023 22:45:00;0,072;24586,324
 22.07.2023 22:45:00; 22.07.2023 23:00:00;0,064;24586,388
 22.07.2023 23:00:00; 22.07.2023 23:15:00;0,049;24586,437
 22.07.2023 23:15:00; 22.07.2023 23:30:00;0,064;24586,501
 22.07.2023 23:30:00; 22.07.2023 23:45:00;0,073;24586,574
 22.07.2023 23:45:00; 23.07.2023 00:00:00;0,063;24586,637
 23.07.2023 00:00:00; 23.07.2023 00:15:00;0,054;24586,691
 23.07.2023 00:15:00; 23.07.2023 00:30:00;0,058;24586,749
 23.07.2023 00:30:00; 23.07.2023 00:45:00;0,069;24586,818
 23.07.2023 00:45:00; 23.07.2023 01:00:00;0,073;24586,891
 23.07.2023 01:00:00; 23.07.2023 01:15:00;0,05;24586,941
 23.07.2023 01:15:00; 23.07.2023 01:30:00;0,062;24587,003
 23.07.2023 01:30:00; 23.07.2023 01:45:00;0,062;24587,065
 23.07.2023 01:45:00; 23.07.2023 02:00:00;0,076;24587,141
 23.07.2023 02:00:00; 23.07.2023 02:15:00;0,056;24587,197
 23.07.2023 02:15:00; 23.07.2023 02:30:00;0,059;24587,256
 23.07.2023 02:30:00; 23.07.2023 02:45:00;0,058;24587,314
 23.07.2023 02:45:00; 23.07.2023 03:00:00;0,076;24587,39
 23.07.2023 03:00:00; 23.07.2023 03:15:00;0,064;24587,454
 23.07.2023 03:15:00; 23.07.2023 03:30:00;0,055;24587,509
 23.07.2023 03:30:00; 23.07.2023 03:45:00;0,059;24587,568
 23.07.2023 03:45:00; 23.07.2023 04:00:00;0,071;24587,639
 23.07.2023 04:00:00; 23.07.2023 04:15:00;0,071;24587,71
 23.07.2023 04:15:00; 23.07.2023 04:30:00;0,056;24587,766
 23.07.2023 04:30:00; 23.07.2023 04:45:00;0,063;24587,829
 23.07.2023 04:45:00; 23.07.2023 05:00:00;0,06;24587,889
 23.07.2023 05:00:00; 23.07.2023 05:15:00;0,078;24587,967
 23.07.2023 05:15:00; 23.07.2023 05:30:00;0,054;24588,021
 23.07.2023 05:30:00; 23.07.2023 05:45:00;0,055;24588,076
 23.07.2023 05:45:00; 23.07.2023 06:00:00;0,031;24588,107
 23.07.2023 06:00:00; 23.07.2023 06:15:00;0,039;24588,146
 23.07.2023 06:15:00; 23.07.2023 06:30:00;0,011;24588,157
 23.07.2023 06:30:00; 23.07.2023 06:45:00;0;24588,157
 23.07.2023 06:45:00; 23.07.2023 07:00:00;0,001;24588,158
 23.07.2023 07:00:00; 23.07.2023 07:15:00;0;24588,158
 23.07.2023 07:15:00; 23.07.2023 07:30:00;0;24588,158
 23.07.2023 07:30:00; 23.07.2023 07:45:00;0;24588,158
 23.07.2023 07:45:00; 23.07.2023 08:00:00;0;24588,158
 23.07.2023 08:00:00; 23.07.2023 08:15:00;0;24588,158
 23.07.2023 08:15:00; 23.07.2023 08:30:00;0;24588,158
 23.07.2023 08:30:00; 23.07.2023 08:45:00;0;24588,158
 23.07.2023 08:45:00; 23.07.2023 09:00:00;0;24588,158
 23.07.2023 09:00:00; 23.07.2023 09:15:00;0;24588,158
 23.07.2023 09:15:00; 23.07.2023 09:30:00;0;24588,158
 23.07.2023 09:30:00; 23.07.2023 09:45:00;0;24588,158
 23.07.2023 09:45:00; 23.07.2023 10:00:00;0;24588,158
 23.07.2023 10:00:00; 23.07.2023 10:15:00;0;24588,158
 23.07.2023 10:15:00; 23.07.2023 10:30:00;0;24588,158
 23.07.2023 10:30:00; 23.07.2023 10:45:00;0;24588,158
 23.07.2023 10:45:00; 23.07.2023 11:00:00;0;24588,158
 23.07.2023 11:00:00; 23.07.2023 11:15:00;0;24588,158
 23.07.2023 11:15:00; 23.07.2023 11:30:00;0;24588,158
 23.07.2023 11:30:00; 23.07.2023 11:45:00;0;24588,158
 23.07.2023 11:45:00; 23.07.2023 12:00:00;0,001;24588,159
 23.07.2023 12:00:00; 23.07.2023 12:15:00;0;24588,159
 23.07.2023 12:15:00; 23.07.2023 12:30:00;0;24588,159
 23.07.2023 12:30:00; 23.07.2023 12:45:00;0;24588,159
 23.07.2023 12:45:00; 23.07.2023 13:00:00;0;24588,159
 23.07.2023 13:00:00; 23.07.2023 13:15:00;0;24588,159
 23.07.2023 13:15:00; 23.07.2023 13:30:00;0;24588,159
 23.07.2023 13:30:00; 23.07.2023 13:45:00;0;24588,159
 23.07.2023 13:45:00; 23.07.2023 14:00:00;0;24588,159
 23.07.2023 14:00:00; 23.07.2023 14:15:00;0;24588,159
 23.07.2023 14:15:00; 23.07.2023 14:30:00;0;24588,159
 23.07.2023 14:30:00; 23.07.2023 14:45:00;0,039;24588,198
 23.07.2023 14:45:00; 23.07.2023 15:00:00;0,149;24588,347
 23.07.2023 15:00:00; 23.07.2023 15:15:00;0,005;24588,352
 23.07.2023 15:15:00; 23.07.2023 15:30:00;0,002;24588,354
 23.07.2023 15:30:00; 23.07.2023 15:45:00;0,029;24588,383
 23.07.2023 15:45:00; 23.07.2023 16:00:00;0,037;24588,42
 23.07.2023 16:00:00; 23.07.2023 16:15:00;0,175;24588,595
 23.07.2023 16:15:00; 23.07.2023 16:30:00;0,002;24588,597
 23.07.2023 16:30:00; 23.07.2023 16:45:00;0,121;24588,718
 23.07.2023 16:45:00; 23.07.2023 17:00:00;0,046;24588,764
 23.07.2023 17:00:00; 23.07.2023 17:15:00;0,113;24588,877
 23.07.2023 17:15:00; 23.07.2023 17:30:00;0,033;24588,91
 23.07.2023 17:30:00; 23.07.2023 17:45:00;0,113;24589,023
 23.07.2023 17:45:00; 23.07.2023 18:00:00;0,169;24589,192
 23.07.2023 18:00:00; 23.07.2023 18:15:00;0,198;24589,39
 23.07.2023 18:15:00; 23.07.2023 18:30:00;0,086;24589,476
 23.07.2023 18:30:00; 23.07.2023 18:45:00;0,065;24589,541
 23.07.2023 18:45:00; 23.07.2023 19:00:00;0,035;24589,576
 23.07.2023 19:00:00; 23.07.2023 19:15:00;0,056;24589,632
 23.07.2023 19:15:00; 23.07.2023 19:30:00;0,039;24589,671
 23.07.2023 19:30:00; 23.07.2023 19:45:00;0,133;24589,804
 23.07.2023 19:45:00; 23.07.2023 20:00:00;0,011;24589,815
 23.07.2023 20:00:00; 23.07.2023 20:15:00;0,062;24589,877
 23.07.2023 20:15:00; 23.07.2023 20:30:00;0,096;24589,973
 23.07.2023 20:30:00; 23.07.2023 20:45:00;0,09;24590,063
 23.07.2023 20:45:00; 23.07.2023 21:00:00;0,077;24590,14
 23.07.2023 21:00:00; 23.07.2023 21:15:00;0,077;24590,217
 23.07.2023 21:15:00; 23.07.2023 21:30:00;0,093;24590,31
 23.07.2023 21:30:00; 23.07.2023 21:45:00;0,109;24590,419
 23.07.2023 21:45:00; 23.07.2023 22:00:00;0,08;24590,499
 23.07.2023 22:00:00; 23.07.2023 22:15:00;0,094;24590,593
 23.07.2023 22:15:00; 23.07.2023 22:30:00;0,114;24590,707
 23.07.2023 22:30:00; 23.07.2023 22:45:00;0,116;24590,823
 23.07.2023 22:45:00; 23.07.2023 23:00:00;0,096;24590,919
 23.07.2023 23:00:00; 23.07.2023 23:15:00;0,104;24591,023
 23.07.2023 23:15:00; 23.07.2023 23:30:00;0,104;24591,127
 23.07.2023 23:30:00; 23.07.2023 23:45:00;0,12;24591,247
 23.07.2023 23:45:00; 24.07.2023 00:00:00;0,074;24591,321
 24.07.2023 00:00:00; 24.07.2023 00:15:00;0,072;24591,393
 24.07.2023 00:15:00; 24.07.2023 00:30:00;0,063;24591,456
 24.07.2023 00:30:00; 24.07.2023 00:45:00;0,083;24591,539
 24.07.2023 00:45:00; 24.07.2023 01:00:00;0,063;24591,602
 24.07.2023 01:00:00; 24.07.2023 01:15:00;0,066;24591,668
 24.07.2023 01:15:00; 24.07.2023 01:30:00;0,059;24591,727
 24.07.2023 01:30:00; 24.07.2023 01:45:00;0,077;24591,804
 24.07.2023 01:45:00; 24.07.2023 02:00:00;0,07;24591,874
 24.07.2023 02:00:00; 24.07.2023 02:15:00;0,063;24591,937
 24.07.2023 02:15:00; 24.07.2023 02:30:00;0,061;24591,998
 24.07.2023 02:30:00; 24.07.2023 02:45:00;0,067;24592,065
 24.07.2023 02:45:00; 24.07.2023 03:00:00;0,082;24592,147
 24.07.2023 03:00:00; 24.07.2023 03:15:00;0,066;24592,213
 24.07.2023 03:15:00; 24.07.2023 03:30:00;0,071;24592,284
 24.07.2023 03:30:00; 24.07.2023 03:45:00;0,059;24592,343
 24.07.2023 03:45:00; 24.07.2023 04:00:00;0,083;24592,426
 24.07.2023 04:00:00; 24.07.2023 04:15:00;0,059;24592,485
 24.07.2023 04:15:00; 24.07.2023 04:30:00;0,063;24592,548
 24.07.2023 04:30:00; 24.07.2023 04:45:00;0,055;24592,603
 24.07.2023 04:45:00; 24.07.2023 05:00:00;0,093;24592,696
 24.07.2023 05:00:00; 24.07.2023 05:15:00;0,07;24592,766
 24.07.2023 05:15:00; 24.07.2023 05:30:00;0,058;24592,824
 24.07.2023 05:30:00; 24.07.2023 05:45:00;0,048;24592,872
 24.07.2023 05:45:00; 24.07.2023 06:00:00;0,051;24592,923
 24.07.2023 06:00:00; 24.07.2023 06:15:00;0,02;24592,943
 24.07.2023 06:15:00; 24.07.2023 06:30:00;0;24592,943
 24.07.2023 06:30:00; 24.07.2023 06:45:00;0;24592,943
 24.07.2023 06:45:00; 24.07.2023 07:00:00;0,001;24592,944
 24.07.2023 07:00:00; 24.07.2023 07:15:00;0;24592,944
 24.07.2023 07:15:00; 24.07.2023 07:30:00;0;24592,944
 24.07.2023 07:30:00; 24.07.2023 07:45:00;0;24592,944
 24.07.2023 07:45:00; 24.07.2023 08:00:00;0,036;24592,98
 24.07.2023 08:00:00; 24.07.2023 08:15:00;0,051;24593,031
 24.07.2023 08:15:00; 24.07.2023 08:30:00;0,014;24593,045
 24.07.2023 08:30:00; 24.07.2023 08:45:00;0,003;24593,048
 24.07.2023 08:45:00; 24.07.2023 09:00:00;0;24593,048
 24.07.2023 09:00:00; 24.07.2023 09:15:00;0,016;24593,064
 24.07.2023 09:15:00; 24.07.2023 09:30:00;0,108;24593,172
 24.07.2023 09:30:00; 24.07.2023 09:45:00;0;24593,172
 24.07.2023 09:45:00; 24.07.2023 10:00:00;0,07;24593,242
 24.07.2023 10:00:00; 24.07.2023 10:15:00;0;24593,242
 24.07.2023 10:15:00; 24.07.2023 10:30:00;0;24593,242
 24.07.2023 10:30:00; 24.07.2023 10:45:00;0;24593,242
 24.07.2023 10:45:00; 24.07.2023 11:00:00;0;24593,242
 24.07.2023 11:00:00; 24.07.2023 11:15:00;0;24593,242
 24.07.2023 11:15:00; 24.07.2023 11:30:00;0;24593,242
 24.07.2023 11:30:00; 24.07.2023 11:45:00;0;24593,242
 24.07.2023 11:45:00; 24.07.2023 12:00:00;0,017;24593,259
 24.07.2023 12:00:00; 24.07.2023 12:15:00;0,037;24593,296
 24.07.2023 12:15:00; 24.07.2023 12:30:00;0,062;24593,358
 24.07.2023 12:30:00; 24.07.2023 12:45:00;0,038;24593,396
 24.07.2023 12:45:00; 24.07.2023 13:00:00;0,055;24593,451
 24.07.2023 13:00:00; 24.07.2023 13:15:00;0,092;24593,543
 24.07.2023 13:15:00; 24.07.2023 13:30:00;0,071;24593,614
 24.07.2023 13:30:00; 24.07.2023 13:45:00;0;24593,614
 24.07.2023 13:45:00; 24.07.2023 14:00:00;0;24593,614
 24.07.2023 14:00:00; 24.07.2023 14:15:00;0;24593,614
 24.07.2023 14:15:00; 24.07.2023 14:30:00;0;24593,614
 24.07.2023 14:30:00; 24.07.2023 14:45:00;0;24593,614
 24.07.2023 14:45:00; 24.07.2023 15:00:00;0;24593,614
 24.07.2023 15:00:00; 24.07.2023 15:15:00;0;24593,614
 24.07.2023 15:15:00; 24.07.2023 15:30:00;0;24593,614
 24.07.2023 15:30:00; 24.07.2023 15:45:00;0;24593,614
 24.07.2023 15:45:00; 24.07.2023 16:00:00;0;24593,614
 24.07.2023 16:00:00; 24.07.2023 16:15:00;0;24593,614
 24.07.2023 16:15:00; 24.07.2023 16:30:00;0,01;24593,624
 24.07.2023 16:30:00; 24.07.2023 16:45:00;0,004;24593,628
 24.07.2023 16:45:00; 24.07.2023 17:00:00;0,226;24593,854
 24.07.2023 17:00:00; 24.07.2023 17:15:00;0,16;24594,014
 24.07.2023 17:15:00; 24.07.2023 17:30:00;0;24594,014
 24.07.2023 17:30:00; 24.07.2023 17:45:00;0;24594,014
 24.07.2023 17:45:00; 24.07.2023 18:00:00;0,039;24594,053
 24.07.2023 18:00:00; 24.07.2023 18:15:00;0;24594,053
 24.07.2023 18:15:00; 24.07.2023 18:30:00;0;24594,053
 24.07.2023 18:30:00; 24.07.2023 18:45:00;0;24594,053
 24.07.2023 18:45:00; 24.07.2023 19:00:00;0,019;24594,072
 24.07.2023 19:00:00; 24.07.2023 19:15:00;0,035;24594,107
 24.07.2023 19:15:00; 24.07.2023 19:30:00;0,034;24594,141
 24.07.2023 19:30:00; 24.07.2023 19:45:00;0,033;24594,174
 24.07.2023 19:45:00; 24.07.2023 20:00:00;0,058;24594,232
 24.07.2023 20:00:00; 24.07.2023 20:15:00;0,069;24594,301
 24.07.2023 20:15:00; 24.07.2023 20:30:00;0,073;24594,374
 24.07.2023 20:30:00; 24.07.2023 20:45:00;0,058;24594,432
 24.07.2023 20:45:00; 24.07.2023 21:00:00;0,068;24594,5
 24.07.2023 21:00:00; 24.07.2023 21:15:00;0,074;24594,574
 24.07.2023 21:15:00; 24.07.2023 21:30:00;0,082;24594,656
 24.07.2023 21:30:00; 24.07.2023 21:45:00;0,056;24594,712
 24.07.2023 21:45:00; 24.07.2023 22:00:00;0,081;24594,793
 24.07.2023 22:00:00; 24.07.2023 22:15:00;0,103;24594,896
 24.07.2023 22:15:00; 24.07.2023 22:30:00;0,123;24595,019
 24.07.2023 22:30:00; 24.07.2023 22:45:00;0,094;24595,113
 24.07.2023 22:45:00; 24.07.2023 23:00:00;0,096;24595,209
 24.07.2023 23:00:00; 24.07.2023 23:15:00;0,08;24595,289
 24.07.2023 23:15:00; 24.07.2023 23:30:00;0,087;24595,376
 24.07.2023 23:30:00; 24.07.2023 23:45:00;0,065;24595,441
 24.07.2023 23:45:00; 25.07.2023 00:00:00;0,06;24595,501
